"ISO3","Name","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"AFG","Afghanistan",0.98982963933679,0.98982963933679,0.98982963933679,0.98982963933679,0.98982963933679,0.98982963933679,0.98982963933679,0.988695800809071,0.987561962281352,0.986428123753632,0.985294285225913,0.984160446698194,0.98210928152242,0.982137769927639,0.977722067118683,0.978753347387613,0.979784627656544,0.980815907925474,0.981847188194405,0.982878468463335,0.982878468463335,0.982878468463335,0.982878468463335
"ALB","Albania",0.854652156572275,0.854652156572275,0.854652156572275,0.854652156572275,0.854652156572275,0.854652156572275,0.854652156572275,0.854652156572275,0.854652156572275,0.854652156572275,0.854652156572275,0.854652156572275,0.854652156572275,0.856589368127172,0.858526579682069,0.858526579682069,0.858526579682069,0.858526579682069,0.858526579682069,0.858526579682069,0.858526579682069,0.858526579682069,0.858526579682069
"DZA","Algeria",0.908495242436328,0.908495242436328,0.908495242436328,0.908495242436328,0.908495242436328,0.908495242436328,0.908495242436328,0.908495242436328,0.909463848213777,0.910432453991226,0.911401059768674,0.912369665546123,0.913338271323571,0.912977418190796,0.912616565058021,0.912255711925246,0.912255711925246,0.912255711925246,0.912255711925246,0.912255711925246,0.912255711925246,0.912255711925246,0.912255711925246
"AND","Andorra",0.788160218790952,0.788160218790952,0.788160218790952,0.788160218790952,0.788160218790952,0.788160218790952,0.788160218790952,0.788160218790952,0.788160218790952,0.788160218790952,0.788160218790952,0.788160218790952,0.777163694376389,0.79347330636431,0.809782918352231,0.752407270241012,0.756019600022791,0.75963192980457,0.763244259586348,0.766856589368127,0.770468919149906,0.770468919149906,0.770468919149906
"AGO","Angola",0.972166828100963,0.972166828100963,0.972166828100963,0.97182089746616,0.971474966831357,0.971129036196554,0.970783105561751,0.970437174926947,0.970091244292145,0.969745313657341,0.967181357187625,0.964617400717908,0.962053444248191,0.959489487778474,0.956925531308757,0.956925531308757,0.956925531308757,0.956925531308757,0.956925531308757,0.956925531308757,0.956925531308757,0.956925531308757,0.956925531308757
"ATG","Antigua and Barbuda",0.910318500370349,0.910318500370349,0.910318500370349,0.910318500370349,0.910318500370349,0.910318500370349,0.910318500370349,0.910318500370349,0.910318500370349,0.910318500370349,0.910318500370349,0.910318500370349,0.910318500370349,0.910318500370349,0.910318500370349,0.910318500370349,0.910318500370349,0.910318500370349,0.910318500370349,0.910318500370349,0.910318500370349,0.910318500370349,0.910318500370349
"ARG","Argentina",0.893795225343285,0.893795225343285,0.893795225343285,0.893795225343285,0.895010730632633,0.89622623592198,0.897441741211327,0.897688640723226,0.897935540235124,0.898182439747023,0.898182439747023,0.898182439747023,0.898182439747023,0.898182439747023,0.898182439747023,0.898182439747023,0.898182439747023,0.898182439747023,0.898182439747023,0.898182439747023,0.898182439747023,0.898182439747023,0.898182439747023
"ARM","Armenia",0.756538088997778,0.756538088997778,0.756538088997778,0.756538088997778,0.756538088997778,0.756538088997778,0.756538088997778,0.756538088997778,0.756538088997778,0.756538088997778,0.756538088997778,0.756538088997778,0.758047974474389,0.770582872770782,0.783117771067176,0.782491026152356,0.781864281237536,0.781237536322717,0.780610791407897,0.779984046493077,0.779984046493077,0.779984046493077,0.779984046493077
"AUS","Australia",0.636146088541963,0.636146088541963,0.639786906728961,0.643427724915959,0.647068543102957,0.650709361289955,0.654350179476953,0.647256566577403,0.640162953677853,0.633069340778303,0.625975727878753,0.618882114979204,0.631426509410669,0.643970903842137,0.656515298273603,0.63346817845137,0.610421058629138,0.587373938806906,0.554412853968435,0.554412853968435,0.554412853968435,0.554412853968435,0.554412853968435
"AUT","Austria",0.638539114580366,0.638539114580366,0.638539114580366,0.638539114580366,0.638539114580366,0.638539114580366,0.638539114580366,0.638539114580366,0.638539114580366,0.662773251286727,0.687007387993086,0.711241524699447,0.704803145119936,0.693326387588824,0.681849630057709,0.670372872526597,0.658896114995482,0.64741935746437,0.635942599933255,0.624465842402142,0.624465842402142,0.624465842402142,0.624465842402142
"AZE","Azerbaijan",0.659107743148539,0.659107743148539,0.659107743148539,0.659107743148539,0.659107743148539,0.659107743148539,0.659107743148539,0.659107743148539,0.659107743148539,0.659107743148539,0.659107743148539,0.659107743148539,0.654150760640419,0.655404250470059,0.656657740299698,0.670178337416671,0.683698934533645,0.697219531650618,0.710740128767592,0.724260725884565,0.724260725884565,0.724260725884565,0.724260725884565
"BHS","Bahamas",0.841519001766281,0.841519001766281,0.841519001766281,0.841519001766281,0.83847074240784,0.835422483049399,0.832374223690958,0.829325964332517,0.826277704974075,0.823229445615634,0.820181186257193,0.817132926898752,0.814084667540311,0.81103640818187,0.81103640818187,0.81103640818187,0.81103640818187,0.81103640818187,0.81103640818187,0.81103640818187,0.81103640818187,0.81103640818187,0.81103640818187
"BHR","Bahrain",0.888496381972537,0.888496381972537,0.888496381972537,0.888496381972537,0.888496381972537,0.888496381972537,0.882884166144379,0.88809754429947,0.889294057318671,0.891217024670959,0.893139992023247,0.893795225343285,0.897399008603498,0.901002791863711,0.903595236738647,0.906558030881431,0.906130704803145,0.906643496097088,0.906130704803145,0.905703378724859,0.905703378724859,0.905703378724859,0.905703378724859
"BGD","Bangladesh",0.986952310409663,0.986952310409663,0.986952310409663,0.986952310409663,0.986952310409663,0.986952310409663,0.986952310409663,0.986952310409663,0.986952310409663,0.986325565494844,0.985698820580024,0.985470913338271,0.988490684291493,0.987949404592331,0.98735114808273,0.986724403167911,0.9858127742009,0.984958122044328,0.984958122044328,0.984958122044328,0.984958122044328,0.984958122044328,0.984958122044328
"BRB","Barbados",0.817389322545724,0.82859950999943,0.839809697453137,0.851019884906843,0.862230072360549,0.79653580992536,0.79160731582246,0.797447438892371,0.803287561962281,0.809127685032192,0.814967808102102,0.814409435359809,0.813851062617515,0.813292689875221,0.812734317132927,0.812175944390633,0.812175944390633,0.812175944390633,0.812175944390633,0.812175944390633,0.812175944390633,0.812175944390633,0.812175944390633
"BLR","Belarus",0.50954361574839,0.50954361574839,0.50954361574839,0.50954361574839,0.50954361574839,0.50954361574839,0.50954361574839,0.50954361574839,0.50954361574839,0.50954361574839,0.50954361574839,0.50954361574839,0.505583727422939,0.553159364138796,0.600735000854652,0.59569825081192,0.590661500769187,0.585624750726454,0.580588000683722,0.575551250640989,0.575551250640989,0.575551250640989,0.575551250640989
"BEL","Belgium",0.632072246595636,0.632072246595636,0.632072246595636,0.632072246595636,0.632072246595636,0.632072246595636,0.632072246595636,0.632072246595636,0.632072246595636,0.632072246595636,0.632072246595636,0.632072246595636,0.632072246595636,0.632072246595636,0.632072246595636,0.632072246595636,0.632072246595636,0.632072246595636,0.632072246595636,0.632072246595636,0.632072246595636,0.632072246595636,0.632072246595636
"BLZ","Belize",0.938294114295482,0.938294114295482,0.938294114295482,0.938294114295482,0.938294114295482,0.938294114295482,0.937205224140442,0.936116333985401,0.935027443830361,0.933938553675321,0.932849663520281,0.93176077336524,0.9306718832102,0.92958299305516,0.928494102900119,0.922710956640647,0.922710956640647,0.922710956640647,0.922710956640647,0.922710956640647,0.922710956640647,0.922710956640647,0.922710956640647
"BEN","Benin",0.980172069967523,0.980172069967523,0.980172069967523,0.980172069967523,0.980172069967523,0.980172069967523,0.980172069967523,0.980172069967523,0.980172069967523,0.980172069967523,0.979573813457923,0.978975556948322,0.978377300438721,0.977779043929121,0.97812090479175,0.978462765654379,0.978633696085693,0.978804626517008,0.980741838071905,0.980741838071905,0.980741838071905,0.980741838071905,0.980741838071905
"BTN","Bhutan",0.973676713577574,0.973676713577574,0.973676713577574,0.973676713577574,0.973676713577574,0.973676713577574,0.973676713577574,0.973676713577574,0.973676713577574,0.973676713577574,0.973553263821625,0.973429814065675,0.973306364309726,0.967808102102444,0.981196228135149,0.994584354167854,0.980526750612501,0.966469147057148,0.964346760868327,0.962224374679505,0.962224374679505,0.962224374679505,0.962224374679505
"BOL","Bolivia, Plurinational State of",0.906814426528403,0.906814426528403,0.906814426528403,0.906814426528403,0.906814426528403,0.906814426528403,0.906814426528403,0.918176552143278,0.929538677758153,0.940900803373027,0.952262928987902,0.963625054602777,0.974987180217651,0.971805974968188,0.968624769718725,0.965443564469261,0.959973790667198,0.959973790667198,0.959973790667198,0.959973790667198,0.959973790667198,0.959973790667198,0.959973790667198
"BIH","Bosnia and Herzegovina",0.828100962908096,0.828100962908096,0.828100962908096,0.828100962908096,0.828100962908096,0.828100962908096,0.828100962908096,0.828100962908096,0.828100962908096,0.828100962908096,0.828100962908096,0.823941655746111,0.819782348584126,0.815623041422141,0.811463734260156,0.811463734260156,0.811463734260156,0.811463734260156,0.811463734260156,0.811463734260156,0.811463734260156,0.811463734260156,0.811463734260156
"BWA","Botswana",0.922483049398895,0.922483049398895,0.922483049398895,0.922483049398895,0.910403965586006,0.923081305908495,0.929320266651473,0.927440031907014,0.923793516038972,0.917269671243804,0.926699333371318,0.91798188137428,0.914577516950601,0.911173152526922,0.909720243860749,0.91151501338955,0.912497863369609,0.913480713349667,0.913480713349667,0.913480713349667,0.913480713349667,0.913480713349667,0.913480713349667
"BRA","Brazil",0.922682468235428,0.914164435074924,0.907156287391032,0.901401629536778,0.891088826847473,0.863198678137998,0.878212067688451,0.866645775169506,0.857301578257649,0.852401572559968,0.848869010312803,0.848128311777107,0.769671243803772,0.770184035097715,0.756965415076064,0.743746795054413,0.741591172392836,0.739435549731259,0.737279927069683,0.737279927069683,0.737279927069683,0.737279927069683,0.737279927069683
"BRN","Brunei Darussalam",0.861460885419634,0.861460885419634,0.861460885419634,0.861460885419634,0.861460885419634,0.861460885419634,0.827246310751524,0.793031736083414,0.801934362714375,0.810836989345336,0.81348641103071,0.818785254401459,0.826505612215828,0.814711412455131,0.824653865876588,0.750783431143525,0.734943877841718,0.726767705543844,0.726767705543844,0.726767705543844,0.726767705543844,0.726767705543844,0.726767705543844
"BGR","Bulgaria",0.767648567033217,0.767648567033217,0.767648567033217,0.767648567033217,0.767648567033217,0.767648567033217,0.767648567033217,0.767648567033217,0.767648567033217,0.767648567033217,0.767648567033217,0.767648567033217,0.764372400433024,0.764087516380833,0.761670750004748,0.759253983628663,0.756837217252578,0.754420450876493,0.752003684500408,0.749586918124323,0.749586918124323,0.749586918124323,0.749586918124323
"BFA","Burkina Faso",0.986240100279186,0.986240100279186,0.986240100279186,0.986240100279186,0.986240100279186,0.986240100279186,0.986240100279186,0.986240100279186,0.986240100279186,0.986240100279186,0.987735741553188,0.989231382827189,0.989943592957666,0.990655803088143,0.989316848042847,0.985043587259985,0.988034869807988,0.982821491652897,0.982821491652897,0.982821491652897,0.982821491652897,0.982821491652897,0.982821491652897
"BDI","Burundi",0.996353484131958,0.996353484131958,0.996353484131958,0.996353484131958,0.996353484131958,0.996353484131958,0.996353484131958,0.996353484131958,0.996353484131958,0.996353484131958,0.996353484131958,0.996353484131958,0.996353484131958,0.996353484131958,0.996353484131958,0.996353484131958,0.996353484131958,0.996353484131958,0.996353484131958,0.996353484131958,0.996353484131958,0.996353484131958,0.996353484131958
"KHM","Cambodia",0.968833684690331,0.968833684690331,0.969075836134693,0.969317987579055,0.970329325964333,0.97134066434961,0.971319298045695,0.971297931741781,0.971276565437867,0.971255199133953,0.971233832830038,0.971212466526124,0.971191100222209,0.971169733918295,0.971112757107857,0.971283687539171,0.970884849866104,0.971198222323514,0.97008717451997,0.97008717451997,0.97008717451997,0.97008717451997,0.97008717451997
"CMR","Cameroon",0.955073784969517,0.955073784969517,0.955073784969517,0.955073784969517,0.955073784969517,0.955073784969517,0.955073784969517,0.955073784969517,0.955073784969517,0.955073784969517,0.989915104552447,0.98888952196456,0.987863939376674,0.988618882114979,0.989373824853285,0.984929633639109,0.984929633639109,0.984929633639109,0.984929633639109,0.984929633639109,0.984929633639109,0.984929633639109,0.984929633639109
"CAN","Canada",0.658566463449376,0.658566463449376,0.658566463449376,0.658566463449376,0.659971891440183,0.661377319430992,0.662782747421799,0.677938578998348,0.671728106660589,0.665517634322831,0.663665887983591,0.661814141644351,0.657284485214518,0.652754828784685,0.665389436499345,0.678024044214005,0.672535278141795,0.667046512069589,0.661557745997379,0.661557745997379,0.661557745997379,0.661557745997379,0.661557745997379
"CPV","Cape Verde",,,,,,,,,,,,,,,,,,,,,,,
"CAF","Central African Republic",0.988234288644522,0.988234288644522,0.988234288644522,0.988234288644522,0.988234288644522,0.988234288644522,0.988234288644522,0.988234288644522,0.988234288644522,0.988234288644522,0.990029058173323,0.991823827702125,0.993618597230927,0.995413366759729,0.993590108825708,0.993590108825708,0.993590108825708,0.993590108825708,0.993590108825708,0.993590108825708,0.993590108825708,0.993590108825708,0.993590108825708
"TCD","Chad",1,1,1,0.999943023189562,0.999572673921714,0.997749415987693,0.996752321805025,0.995755227622358,0.99475813343969,0.993761039257022,0.994857842857957,0.995954646458891,0.995451351300021,0.99494805614115,0.99444476098228,0.99394146582341,0.99343817066454,0.992934875505669,0.992051734943878,0.992051734943878,0.992051734943878,0.992051734943878,0.992051734943878
"CHL","Chile",0.97319241068885,0.97319241068885,0.97319241068885,0.97319241068885,0.97319241068885,0.97319241068885,0.97319241068885,0.97319241068885,0.971198222323514,0.970144151330408,0.970286593356504,0.968263916585949,0.968434847017264,0.968206939775511,0.96854880063814,0.96854880063814,0.96854880063814,0.96854880063814,0.96854880063814,0.96854880063814,0.96854880063814,0.96854880063814,0.96854880063814
"CHN","China",0.942538886673124,0.94174121132699,0.940715628739103,0.940430744686912,0.939148766452054,0.938094695458948,0.941199931627827,0.942339467836591,0.939466208681638,0.936592949526685,0.933719690371733,0.93084643121678,0.927973172061828,0.925099912906875,0.922226653751923,0.917184206028146,0.912227223520027,0.904706284542191,0.904706284542191,0.904706284542191,0.904706284542191,0.904706284542191,0.904706284542191
"COL","Colombia",0.954333086433821,0.954333086433821,0.95313657341462,0.951455757506695,0.950088314056179,0.948540444039276,0.946992574022373,0.94544470400547,0.944884432036161,0.944324160066853,0.943763888097544,0.942766793914877,0.941798188137428,0.940772605549541,0.939775511366874,0.938749928778987,0.938749928778987,0.938749928778987,0.938749928778987,0.938749928778987,0.938749928778987,0.938749928778987,0.938749928778987
"COM","Comoros",0.968947638311207,0.968947638311207,0.968947638311207,0.968947638311207,0.968947638311207,0.968947638311207,0.968947638311207,0.968947638311207,0.968947638311207,0.968947638311207,0.968947638311207,0.968947638311207,0.968947638311207,0.968947638311207,0.968947638311207,0.968947638311207,0.968947638311207,0.968947638311207,0.968947638311207,0.968947638311207,0.968947638311207,0.968947638311207,0.968947638311207
"COG","Congo",0.719275254971227,0.719275254971227,0.719275254971227,0.719275254971227,0.760251077811331,0.801226900651435,0.842202723491539,0.883178546331643,0.924154369171747,0.965130192011851,0.959774371830665,0.954418551649479,0.97225229331662,0.97347729474104,0.974702296165461,0.975927297589881,0.975927297589881,0.975927297589881,0.975927297589881,0.975927297589881,0.975927297589881,0.975927297589881,0.975927297589881
"COD","Congo, the Democratic Republic o",0.983989516266879,0.983989516266879,0.983989516266879,0.983989516266879,0.983989516266879,0.983989516266879,0.983989516266879,0.983989516266879,0.983989516266879,0.983989516266879,0.981619280952652,0.979249045638425,0.976878810324198,0.974508575009971,0.972138339695744,0.972138339695744,0.972138339695744,0.972138339695744,0.972138339695744,0.972138339695744,0.972138339695744,0.972138339695744,0.972138339695744
