"ISO3","Name","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"AFG","Afghanistan",0.975155279503106,0.952795031055901,0.93167701863354,0.909316770186335,0.888198757763975,0.86583850931677,0.84472049689441,0.822360248447205,0.801242236024845,0.77888198757764,0.756521739130435,0.735403726708075,0.71304347826087,0.690683229813665,0.66832298136646,0.645962732919255,0.62360248447205,0.601242236024845,0.57888198757764,0.556521739130435,0.55527950310559,0.55527950310559,0.55527950310559
"ALB","Albania",0.0534161490683229,0.0534161490683229,0.0521739130434783,0.0521739130434783,0.0509316770186335,0.0484472049689442,0.0472049689440993,0.0484472049689442,0.0484472049689442,0.0484472049689442,0.0496894409937888,0.0496894409937888,0.0509316770186335,0.0521739130434783,0.0534161490683229,0.0546583850931678,0.0559006211180124,0.0571428571428571,0.0596273291925465,0.0608695652173914,0.0608695652173914,0.0608695652173914,0.0608695652173914
"DZA","Algeria",0.109316770186335,0.113043478260869,0.118012422360248,0.121739130434783,0.125465838509317,0.130434782608696,0.13416149068323,0.139130434782609,0.142857142857143,0.147826086956522,0.152795031055901,0.156521739130435,0.161490683229814,0.166459627329193,0.171428571428571,0.177639751552795,0.182608695652174,0.187577639751553,0.192546583850932,0.198757763975155,0.203726708074534,0.203726708074534,0.203726708074534
"AND","Andorra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGO","Angola",0.669565217391304,0.672049689440994,0.673291925465838,0.674534161490683,0.674534161490683,0.674534161490683,0.674534161490683,0.674534161490683,0.673291925465838,0.672049689440994,0.670807453416149,0.66832298136646,0.66583850931677,0.663354037267081,0.659627329192547,0.657142857142857,0.652173913043478,0.648447204968944,0.643478260869565,0.638509316770186,0.633540372670807,0.633540372670807,0.633540372670807
"ATG","Antigua and Barbuda",0.0298136645962734,0.0298136645962734,0.0298136645962734,0.0298136645962734,0.0285714285714285,0.0285714285714285,0.0285714285714285,0.0285714285714285,0.0273291925465839,0.0273291925465839,0.0273291925465839,0.0273291925465839,0.0260869565217391,0.0260869565217391,0.0260869565217391,0.0260869565217391,0.0260869565217391,0.0260869565217391,0.0260869565217391,0.0260869565217391,0.0260869565217391,0.0260869565217391,0.0260869565217391
"ARG","Argentina",0.0608695652173914,0.0571428571428571,0.0546583850931678,0.0521739130434783,0.0484472049689442,0.0459627329192547,0.0434782608695652,0.0409937888198757,0.0385093167701863,0.036024844720497,0.0335403726708075,0.031055900621118,0.0285714285714285,0.0260869565217391,0.0236024844720498,0.0223602484472049,0.0198757763975155,0.0173913043478262,0.0149068322981367,0.0136645962732919,0.0111801242236026,0.0111801242236026,0.0111801242236026
"ARM","Armenia",0.118012422360248,0.118012422360248,0.111801242236025,0.105590062111801,0.098136645962733,0.0919254658385094,0.0857142857142858,0.0782608695652174,0.0708074534161491,0.0633540372670807,0.0559006211180124,0.0484472049689442,0.0409937888198757,0.0335403726708075,0.0260869565217391,0.0198757763975155,0.0124223602484472,0.00372670807453413,0.00124223602484465,0,0,0,0
"AUS","Australia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AUT","Austria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AZE","Azerbaijan",0.370186335403727,0.361490683229814,0.351552795031056,0.342857142857143,0.332919254658385,0.321739130434783,0.31055900621118,0.300621118012422,0.28944099378882,0.278260869565217,0.267080745341615,0.257142857142857,0.245962732919255,0.236024844720497,0.224844720496894,0.213664596273292,0.203726708074534,0.192546583850932,0.182608695652174,0.171428571428571,0.161490683229814,0.161490683229814,0.161490683229814
"BHS","Bahamas",0.0459627329192547,0.0459627329192547,0.0459627329192547,0.0459627329192547,0.0447204968944099,0.0422360248447206,0.0409937888198757,0.0385093167701863,0.0372670807453416,0.0347826086956521,0.0335403726708075,0.031055900621118,0.0298136645962734,0.0273291925465839,0.0260869565217391,0.0236024844720498,0.0223602484472049,0.0198757763975155,0.0198757763975155,0.0198757763975155,0.0198757763975155,0.0198757763975155,0.0198757763975155
"BHR","Bahrain",0.0496894409937888,0.0422360248447206,0.036024844720497,0.0285714285714285,0.0211180124223603,0.0136645962732919,0.00745341614906825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BGD","Bangladesh",0.346583850931677,0.336645962732919,0.327950310559006,0.318012422360248,0.308074534161491,0.298136645962733,0.28944099378882,0.279503105590062,0.269565217391304,0.259627329192547,0.250931677018634,0.240993788819876,0.232298136645963,0.22360248447205,0.214906832298137,0.204968944099379,0.196273291925466,0.188819875776398,0.180124223602484,0.171428571428571,0.162732919254658,0.162732919254658,0.162732919254658
"BRB","Barbados",0.0385093167701863,0.0372670807453416,0.0347826086956521,0.0335403726708075,0.031055900621118,0.0298136645962734,0.0273291925465839,0.0260869565217391,0.0236024844720498,0.0223602484472049,0.0198757763975155,0.0186335403726708,0.0161490683229813,0.0149068322981367,0.0124223602484472,0.0111801242236026,0.00869565217391308,0.00745341614906825,0.00496894409937895,0.00372670807453413,0.00372670807453413,0.00372670807453413,0.00372670807453413
"BLR","Belarus",0.0062111801242236,0.0062111801242236,0.0062111801242236,0.0062111801242236,0.0062111801242236,0.0062111801242236,0.0062111801242236,0.0062111801242236,0.0062111801242236,0.0062111801242236,0.0062111801242236,0.00496894409937895,0.00496894409937895,0.00496894409937895,0.00496894409937895,0.00496894409937895,0.00496894409937895,0.00372670807453413,0.00372670807453413,0.00372670807453413,0.00372670807453413,0.00372670807453413,0.00372670807453413
"BEL","Belgium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BLZ","Belize",0.260869565217391,0.245962732919255,0.231055900621118,0.214906832298137,0.2,0.185093167701863,0.170186335403727,0.15527950310559,0.140372670807453,0.125465838509317,0.11055900621118,0.0956521739130435,0.0807453416149068,0.0658385093167702,0.0496894409937888,0.0347826086956521,0.0186335403726708,0.00869565217391308,0.0062111801242236,0.0062111801242236,0.0062111801242236,0.0062111801242236,0.0062111801242236
"BEN","Benin",0.475776397515528,0.464596273291925,0.454658385093168,0.443478260869565,0.433540372670808,0.422360248447205,0.411180124223602,0.401242236024845,0.390062111801242,0.380124223602484,0.368944099378882,0.359006211180124,0.347826086956522,0.337888198757764,0.326708074534161,0.316770186335404,0.306832298136646,0.295652173913043,0.285714285714286,0.275776397515528,0.274534161490683,0.274534161490683,0.274534161490683
"BTN","Bhutan",0.28695652173913,0.269565217391304,0.250931677018634,0.233540372670807,0.216149068322981,0.2,0.182608695652174,0.166459627329193,0.150310559006211,0.135403726708075,0.119254658385093,0.105590062111801,0.0906832298136646,0.0770186335403727,0.0633540372670807,0.0496894409937888,0.0372670807453416,0.0248447204968944,0.0111801242236026,0,0,0,0
"BOL","Bolivia, Plurinational State of",0.324223602484472,0.311801242236025,0.300621118012422,0.28944099378882,0.277018633540373,0.26583850931677,0.254658385093168,0.24472049689441,0.233540372670807,0.222360248447205,0.212422360248447,0.202484472049689,0.191304347826087,0.181366459627329,0.171428571428571,0.162732919254658,0.152795031055901,0.142857142857143,0.13416149068323,0.124223602484472,0.124223602484472,0.124223602484472,0.124223602484472
"BIH","Bosnia and Herzegovina",0.036024844720497,0.036024844720497,0.036024844720497,0.036024844720497,0.0335403726708075,0.031055900621118,0.0285714285714285,0.0273291925465839,0.0248447204968944,0.0223602484472049,0.0211180124223603,0.0186335403726708,0.0161490683229813,0.0149068322981367,0.0124223602484472,0.00993788819875773,0.00745341614906825,0.0062111801242236,0.00372670807453413,0.00124223602484465,0.00124223602484465,0.00124223602484465,0.00124223602484465
"BWA","Botswana",0.0782608695652174,0.0757763975155279,0.0732919254658386,0.0708074534161491,0.0683229813664596,0.0658385093167702,0.0633540372670807,0.062111801242236,0.0608695652173914,0.0596273291925465,0.0583850931677019,0.0571428571428571,0.0559006211180124,0.0534161490683229,0.0521739130434783,0.0509316770186335,0.0496894409937888,0.0484472049689442,0.0472049689440993,0.0472049689440993,0.0472049689440993,0.0472049689440993,0.0472049689440993
"BRA","Brazil",0.11055900621118,0.104347826086957,0.098136645962733,0.093167701863354,0.0869565217391304,0.0807453416149068,0.0770186335403727,0.0720496894409938,0.0683229813664596,0.0633540372670807,0.0596273291925465,0.0546583850931678,0.0509316770186335,0.0472049689440993,0.0434782608695652,0.0385093167701863,0.0347826086956521,0.031055900621118,0.0273291925465839,0.0236024844720498,0.0236024844720498,0.0236024844720498,0.0236024844720498
"BRN","Brunei Darussalam",,,,,,,,,,,,,,,,,,,,,,,
"BGR","Bulgaria",0.00248447204968948,0.00248447204968948,0.00248447204968948,0.00248447204968948,0.00248447204968948,0.00372670807453413,0.00372670807453413,0.00372670807453413,0.00372670807453413,0.00496894409937895,0.00496894409937895,0.00496894409937895,0.00496894409937895,0.00496894409937895,0.0062111801242236,0.0062111801242236,0.0062111801242236,0.0062111801242236,0.0062111801242236,0.00745341614906825,0.00745341614906825,0.00745341614906825,0.00745341614906825
"BFA","Burkina Faso",0.612422360248447,0.590062111801242,0.567701863354037,0.544099378881988,0.521739130434783,0.498136645962733,0.474534161490683,0.452173913043478,0.429813664596273,0.406211180124224,0.383850931677019,0.360248447204969,0.337888198757764,0.315527950310559,0.293167701863354,0.270807453416149,0.248447204968944,0.227329192546584,0.224844720496894,0.222360248447205,0.219875776397516,0.219875776397516,0.219875776397516
"BDI","Burundi",0.368944099378882,0.365217391304348,0.361490683229814,0.357763975155279,0.354037267080745,0.350310559006211,0.346583850931677,0.342857142857143,0.339130434782609,0.335403726708075,0.33167701863354,0.329192546583851,0.325465838509317,0.321739130434783,0.318012422360248,0.314285714285714,0.31055900621118,0.306832298136646,0.304347826086957,0.300621118012422,0.299378881987578,0.299378881987578,0.299378881987578
"KHM","Cambodia",0.86583850931677,0.837267080745342,0.809937888198758,0.781366459627329,0.752795031055901,0.725465838509317,0.696894409937888,0.669565217391304,0.640993788819876,0.613664596273292,0.585093167701863,0.55776397515528,0.529192546583851,0.500621118012422,0.473291925465839,0.44472049689441,0.416149068322981,0.387577639751553,0.359006211180124,0.330434782608696,0.304347826086957,0.304347826086957,0.304347826086957
"CMR","Cameroon",0.540372670807453,0.526708074534161,0.514285714285714,0.500621118012422,0.488198757763975,0.475776397515528,0.462111801242236,0.449689440993789,0.436024844720497,0.42360248447205,0.411180124223602,0.397515527950311,0.385093167701863,0.372670807453416,0.360248447204969,0.346583850931677,0.33416149068323,0.321739130434783,0.309316770186335,0.305590062111801,0.303105590062112,0.303105590062112,0.303105590062112
"CAN","Canada",0.00248447204968948,0.00248447204968948,0.00248447204968948,0.00248447204968948,0.00248447204968948,0.00248447204968948,0.00248447204968948,0.00248447204968948,0.00248447204968948,0.00248447204968948,0.00248447204968948,0.00248447204968948,0.00248447204968948,0.00248447204968948,0.00248447204968948,0.00248447204968948,0.00248447204968948,0.00248447204968948,0.00248447204968948,0.00248447204968948,0.00248447204968948,0.00248447204968948,0.00248447204968948
"CPV","Cape Verde",,,,,,,,,,,,,,,,,,,,,,,
