ISO3,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
GMB,40.643572426549504,40.4683472495949,40.4320476910461,40.101728635468,39.447419003104294,39.268576520711996,39.294812702043295,39.0491843983947,39.275621056064296,38.0870211197023,38.0225005522256,38.174788593470396,38.979295945363795,38.5881842575759,38.9355297298812,38.3743980508769,38.430175722787794,38.203598192761,38.1023086922068,37.8878404766372,38.0704748224465,37.691733995825295,38.3301039338661
GEO,43.63518291574329,43.7126080577645,43.8642356644514,44.379785070469,44.6918144194882,45.160918171076204,44.608235742982394,43.8988807866807,44.88898637027929,46.1012820103362,46.6548977446251,47.7008866347371,50.09857112462149,51.042585739200604,51.5615240027568,52.690391703364604,53.844078748318005,54.4199833842175,55.8586019200093,56.746084861821096,56.595154363777894,57.1615334084389,57.37885447844889
DEU,69.6446884506161,69.7375084332426,69.7731089791371,69.8611847789207,70.1195545841282,70.4420788146853,70.4666591724263,70.6264109670738,70.3311818062976,70.3662993680085,70.7025031728398,70.4382061239459,69.7915873461998,69.601308361863,69.12956665018639,69.03406607449669,68.900800118505,68.82649823834129,69.00567900623939,69.99111428459021,69.411595350344,69.4968146210463,69.3139311839839
GHA,42.077767176013104,42.1271882162659,42.2145364330574,42.3537451145153,42.5440391730864,42.462183692504894,42.0758638626177,41.8704993839543,42.67675598000611,42.4998672302705,42.85518908529939,43.6113145693532,44.081160701139204,44.428297456427,44.97039922199429,44.931085535218706,45.6068653010559,45.553504407358204,46.6679001455555,45.1263197215121,45.1170204224882,44.829115639599294,45.095714898158704
GRC,53.450604389766504,53.65993119979429,54.1919672532236,54.5950690514886,54.880407785970604,55.2953127409009,55.689760674575396,55.9865757875317,56.0078760290801,56.2486087370945,56.52592644516871,57.276927337751,56.9875312382881,56.810459913826705,56.797420866538495,56.8568953377244,56.6643053430888,55.931830106281296,57.235757441625395,58.44612391068001,58.6675601242284,58.5604506429392,58.5692046831061
GRD,52.6534758377417,52.7221731272155,52.8183515329457,52.880146979016104,52.8619140835017,52.8146454177542,52.926722141739596,53.1609222555441,54.04827596348311,53.6927435523921,53.6880231336479,53.7065757922065,53.3765284481371,53.0384440723616,53.043997156466205,53.7426738143084,54.442517462019,54.980464966329095,55.53875394487601,54.9329069605431,55.8990064880135,56.4644616385642,56.471440267832
GTM,38.2547800162538,38.3092944991991,38.71074217716271,39.1726930559145,39.389373001574796,39.470979928677295,39.3776392864097,39.3168480913274,39.1891757782928,39.9319549916451,39.7197383139177,40.07404221010879,40.5817272296839,40.8853109972318,41.6631274235505,42.5282174313972,42.742445210973294,42.6872945193491,43.0109658304547,43.1571377391403,43.3242016098464,43.35490932015429,43.279778883708296
GIN,33.249693052800104,33.2132738857447,33.6479419337461,34.0385442614395,33.291266775313204,32.3052721097964,32.644050760279995,33.7398672325837,33.5662286322923,33.4316105681387,33.3929277741605,32.9268321393639,32.436338164211804,32.625929833032,32.8940633873625,32.619692820314,33.6950091730472,34.2882954358384,34.960375587255896,35.854282950946704,36.83264330477179,37.0500220766526,36.8369604331236
GNB,30.913040321848303,29.6187519456079,29.336357981394897,28.7088197475851,30.701227597666897,31.442201601628398,32.3867924501621,31.898694490174798,32.1745942784204,31.8974994936218,31.633186935576703,32.184325024904396,31.9209175133065,31.589621002864998,32.0222104795562,31.8138371737144,32.2004489149401,31.9404559662462,31.732963046019396,32.3089970691576,32.5429743772524,32.1926531519402,32.145024184678505
GUY,42.1750033534625,42.2544990064206,42.526477618901296,42.6948809340633,42.3266232276067,41.9986676271829,41.789033246352,41.617785424888794,41.6844968695263,40.9317949685599,40.3756961229745,40.465476073213104,41.0942311899046,41.5656333163225,41.008313604668295,41.250865225007,41.4722762586265,41.388836088509,41.7131941430346,41.753112324433395,41.8000370143843,42.5225196315274,42.4023385085019
HTI,30.8091365738817,31.3720884516749,30.7673474740795,31.0090593214074,31.530154400692002,31.726859750707696,31.178383570198804,30.734476987469602,30.831980446373,29.9572628950734,30.100362251440895,31.1101846688577,31.0096460274925,31.3054387017737,31.579730341127,31.608239326485702,31.413346514091,31.007512380339797,31.465989654593898,31.739702873080898,31.545463241336797,31.387385124541,31.3956693945054
HND,38.9788529717432,38.8577899415245,39.820800370657295,39.9916522791966,39.888517599886605,40.3696167672638,40.360987703613,39.916290888635004,39.9673822783811,39.8080374527619,39.606404654095,39.9054093325136,40.8324739371895,41.040118066690205,41.8184257971463,41.7696748973771,41.4345051283097,41.14877715905529,41.3716358554747,41.318413559488,40.912345572245705,41.25148388685621,41.2634920769789
HUN,57.2767616382687,56.838902946740895,56.967815839261704,57.271763000312795,57.3471829250265,57.688012462276106,58.307460881610496,58.671227256759,58.219725115709,58.426161055557394,58.696917780469896,59.401626947257995,59.713716435901794,59.7095339462261,59.8696235598689,59.3050221565618,59.6443395765612,59.1602216345515,58.718377730548106,58.34603392920629,58.243955761437995,58.182803356567405,58.374336859278
ISL,66.2089398816939,66.06613103968999,66.92637791214871,68.6397421640707,68.8986395261095,70.6002027267173,70.6442959269597,72.3415399155285,72.321508802858,72.941130265842,71.9394086814621,71.760077032787,72.7708716022868,71.98697476469641,71.1449306845962,70.1871829021153,70.1888258127357,69.49063484287521,69.1883844925455,70.8690863547608,69.9134566872218,69.2908049797446,69.3449940944211
